candidate_id,had_skills_on_file,strategy,n_recommendations,n_relevant_actions,any_relevant_action
newcand_595,True,content_popularity_blend,10,2,True
newcand_596,True,content_popularity_blend,10,3,True
newcand_597,True,content_popularity_blend,10,3,True
newcand_598,True,content_popularity_blend,10,4,True
newcand_599,True,content_popularity_blend,10,0,False
newcand_600,True,content_popularity_blend,10,3,True
newcand_601,True,content_popularity_blend,10,1,True
newcand_602,True,content_popularity_blend,10,4,True
newcand_603,True,content_popularity_blend,10,4,True
newcand_604,True,content_popularity_blend,10,5,True
newcand_605,True,content_popularity_blend,10,3,True
newcand_606,True,content_popularity_blend,10,1,True
newcand_607,True,content_popularity_blend,10,4,True
newcand_608,True,content_popularity_blend,10,2,True
newcand_609,True,content_popularity_blend,10,4,True
newcand_610,True,content_popularity_blend,10,1,True
newcand_611,True,content_popularity_blend,10,1,True
newcand_612,False,popularity_fallback_no_skills,10,1,True
newcand_613,False,popularity_fallback_no_skills,10,1,True
newcand_614,True,content_popularity_blend,10,3,True
newcand_615,True,content_popularity_blend,10,2,True
newcand_616,True,content_popularity_blend,10,6,True
newcand_617,True,content_popularity_blend,10,3,True
newcand_618,False,popularity_fallback_no_skills,10,2,True
newcand_619,True,content_popularity_blend,10,4,True
newcand_620,True,content_popularity_blend,10,3,True
newcand_621,False,popularity_fallback_no_skills,10,0,False
newcand_622,True,content_popularity_blend,10,2,True
newcand_623,True,content_popularity_blend,10,2,True
newcand_624,True,content_popularity_blend,10,2,True
newcand_625,True,content_popularity_blend,10,5,True
newcand_626,True,content_popularity_blend,10,1,True
newcand_627,True,content_popularity_blend,10,1,True
newcand_628,True,content_popularity_blend,10,2,True
newcand_629,True,content_popularity_blend,10,1,True
newcand_630,True,content_popularity_blend,10,2,True
newcand_631,True,content_popularity_blend,10,1,True
newcand_632,False,popularity_fallback_no_skills,10,0,False
newcand_633,True,content_popularity_blend,10,2,True
newcand_634,True,content_popularity_blend,10,3,True
newcand_635,True,content_popularity_blend,10,4,True
newcand_636,True,content_popularity_blend,10,1,True
newcand_637,True,content_popularity_blend,10,3,True
newcand_638,True,content_popularity_blend,10,2,True
newcand_639,True,content_popularity_blend,10,6,True
newcand_640,False,popularity_fallback_no_skills,10,1,True
newcand_641,True,content_popularity_blend,10,3,True
newcand_642,True,content_popularity_blend,10,3,True
newcand_643,True,content_popularity_blend,10,7,True
newcand_644,True,content_popularity_blend,10,2,True
newcand_645,True,content_popularity_blend,10,3,True
newcand_646,True,content_popularity_blend,10,4,True
newcand_647,True,content_popularity_blend,10,2,True
newcand_648,True,content_popularity_blend,10,2,True
newcand_649,True,content_popularity_blend,10,3,True
newcand_650,False,popularity_fallback_no_skills,10,0,False
newcand_651,True,content_popularity_blend,10,5,True
newcand_652,True,content_popularity_blend,10,2,True
newcand_653,True,content_popularity_blend,10,3,True
newcand_654,True,content_popularity_blend,10,2,True
newcand_655,True,content_popularity_blend,10,3,True
newcand_656,True,content_popularity_blend,10,2,True
newcand_657,True,content_popularity_blend,10,4,True
newcand_658,True,content_popularity_blend,10,3,True
newcand_659,True,content_popularity_blend,10,1,True
newcand_660,True,content_popularity_blend,10,3,True
newcand_661,True,content_popularity_blend,10,1,True
newcand_662,True,content_popularity_blend,10,6,True
newcand_663,True,content_popularity_blend,10,5,True
newcand_664,True,content_popularity_blend,10,4,True
newcand_665,True,content_popularity_blend,10,3,True
newcand_666,True,content_popularity_blend,10,2,True
newcand_667,True,content_popularity_blend,10,1,True
newcand_668,True,content_popularity_blend,10,1,True
newcand_669,True,content_popularity_blend,10,2,True
newcand_670,True,content_popularity_blend,10,2,True
newcand_671,True,content_popularity_blend,10,2,True
newcand_672,True,content_popularity_blend,10,4,True
newcand_673,True,content_popularity_blend,10,2,True
newcand_674,True,content_popularity_blend,10,3,True
newcand_675,True,content_popularity_blend,10,4,True
newcand_676,True,content_popularity_blend,10,2,True
newcand_677,True,content_popularity_blend,10,3,True
newcand_678,True,content_popularity_blend,10,1,True
newcand_679,True,content_popularity_blend,10,3,True
newcand_680,False,popularity_fallback_no_skills,10,0,False
newcand_681,True,content_popularity_blend,10,0,False
newcand_682,True,content_popularity_blend,10,2,True
newcand_683,True,content_popularity_blend,10,2,True
newcand_684,True,content_popularity_blend,10,4,True
newcand_685,True,content_popularity_blend,10,1,True
newcand_686,True,content_popularity_blend,10,2,True
newcand_687,True,content_popularity_blend,10,4,True
newcand_688,True,content_popularity_blend,10,3,True
newcand_689,True,content_popularity_blend,10,5,True
newcand_690,True,content_popularity_blend,10,2,True
newcand_691,True,content_popularity_blend,10,6,True
newcand_692,True,content_popularity_blend,10,1,True
newcand_693,True,content_popularity_blend,10,5,True
newcand_694,True,content_popularity_blend,10,3,True
newcand_695,True,content_popularity_blend,10,3,True
newcand_696,True,content_popularity_blend,10,1,True
newcand_697,True,content_popularity_blend,10,5,True
newcand_698,True,content_popularity_blend,10,1,True
newcand_699,True,content_popularity_blend,10,2,True
newcand_700,True,content_popularity_blend,10,2,True
newcand_701,True,content_popularity_blend,10,2,True
newcand_702,True,content_popularity_blend,10,1,True
newcand_703,True,content_popularity_blend,10,1,True
newcand_704,True,content_popularity_blend,10,4,True
newcand_705,True,content_popularity_blend,10,3,True
newcand_706,True,content_popularity_blend,10,3,True
newcand_707,True,content_popularity_blend,10,6,True
newcand_708,True,content_popularity_blend,10,3,True
newcand_709,False,popularity_fallback_no_skills,10,1,True
newcand_710,False,popularity_fallback_no_skills,10,0,False
newcand_711,True,content_popularity_blend,10,3,True
newcand_712,True,content_popularity_blend,10,4,True
newcand_713,True,content_popularity_blend,10,1,True
newcand_714,True,content_popularity_blend,10,4,True
newcand_715,True,content_popularity_blend,10,4,True
newcand_716,True,content_popularity_blend,10,1,True
newcand_717,True,content_popularity_blend,10,4,True
newcand_718,True,content_popularity_blend,10,2,True
newcand_719,True,content_popularity_blend,10,3,True
newcand_720,False,popularity_fallback_no_skills,10,0,False
newcand_721,True,content_popularity_blend,10,2,True
newcand_722,True,content_popularity_blend,10,4,True
newcand_723,True,content_popularity_blend,10,1,True
newcand_724,True,content_popularity_blend,10,3,True
newcand_725,True,content_popularity_blend,10,3,True
newcand_726,True,content_popularity_blend,10,3,True
newcand_727,True,content_popularity_blend,10,3,True
newcand_728,False,popularity_fallback_no_skills,10,2,True
newcand_729,True,content_popularity_blend,10,2,True
newcand_730,True,content_popularity_blend,10,3,True
newcand_731,True,content_popularity_blend,10,3,True
newcand_732,True,content_popularity_blend,10,2,True
newcand_733,False,popularity_fallback_no_skills,10,1,True
newcand_734,True,content_popularity_blend,10,6,True
newcand_735,True,content_popularity_blend,10,0,False
newcand_736,True,content_popularity_blend,10,2,True
newcand_737,True,content_popularity_blend,10,1,True
newcand_738,True,content_popularity_blend,10,1,True
newcand_739,True,content_popularity_blend,10,2,True
newcand_740,True,content_popularity_blend,10,4,True
newcand_741,True,content_popularity_blend,10,1,True
newcand_742,True,content_popularity_blend,10,1,True
newcand_743,True,content_popularity_blend,10,3,True
newcand_744,True,content_popularity_blend,10,0,False
newcand_745,True,content_popularity_blend,10,2,True
newcand_746,True,content_popularity_blend,10,3,True
newcand_747,True,content_popularity_blend,10,2,True
newcand_748,True,content_popularity_blend,10,5,True
newcand_749,True,content_popularity_blend,10,3,True
newcand_750,True,content_popularity_blend,10,4,True
newcand_751,True,content_popularity_blend,10,1,True
newcand_752,True,content_popularity_blend,10,3,True
newcand_753,True,content_popularity_blend,10,3,True
newcand_754,True,content_popularity_blend,10,2,True
newcand_755,True,content_popularity_blend,10,1,True
newcand_756,True,content_popularity_blend,10,3,True
newcand_757,True,content_popularity_blend,10,3,True
newcand_758,True,content_popularity_blend,10,5,True
newcand_759,True,content_popularity_blend,10,2,True
newcand_760,True,content_popularity_blend,10,3,True
newcand_761,True,content_popularity_blend,10,2,True
newcand_762,True,content_popularity_blend,10,5,True
newcand_763,True,content_popularity_blend,10,3,True
newcand_764,True,content_popularity_blend,10,1,True
newcand_765,True,content_popularity_blend,10,2,True
newcand_766,True,content_popularity_blend,10,3,True
newcand_767,True,content_popularity_blend,10,4,True
newcand_768,True,content_popularity_blend,10,3,True
newcand_769,True,content_popularity_blend,10,0,False
newcand_770,True,content_popularity_blend,10,3,True
newcand_771,True,content_popularity_blend,10,0,False
newcand_772,True,content_popularity_blend,10,0,False
newcand_773,True,content_popularity_blend,10,1,True
newcand_774,False,popularity_fallback_no_skills,10,0,False
newcand_775,True,content_popularity_blend,10,3,True
newcand_776,False,popularity_fallback_no_skills,10,1,True
newcand_777,True,content_popularity_blend,10,5,True
newcand_778,True,content_popularity_blend,10,2,True
newcand_779,True,content_popularity_blend,10,2,True
newcand_780,True,content_popularity_blend,10,5,True
newcand_781,True,content_popularity_blend,10,4,True
newcand_782,True,content_popularity_blend,10,2,True
newcand_783,True,content_popularity_blend,10,3,True
newcand_784,True,content_popularity_blend,10,3,True
newcand_785,True,content_popularity_blend,10,4,True
newcand_786,False,popularity_fallback_no_skills,10,1,True
newcand_787,True,content_popularity_blend,10,2,True
newcand_788,True,content_popularity_blend,10,2,True
newcand_789,True,content_popularity_blend,10,4,True
newcand_790,True,content_popularity_blend,10,3,True
newcand_791,True,content_popularity_blend,10,4,True
newcand_792,True,content_popularity_blend,10,2,True
newcand_793,True,content_popularity_blend,10,5,True
newcand_794,False,popularity_fallback_no_skills,10,0,False
newcand_795,False,popularity_fallback_no_skills,10,1,True
newcand_796,True,content_popularity_blend,10,3,True
newcand_797,True,content_popularity_blend,10,5,True
newcand_798,True,content_popularity_blend,10,3,True
newcand_799,True,content_popularity_blend,10,0,False
newcand_800,True,content_popularity_blend,10,2,True
newcand_801,True,content_popularity_blend,10,4,True
newcand_802,True,content_popularity_blend,10,4,True
newcand_803,True,content_popularity_blend,10,1,True
newcand_804,True,content_popularity_blend,10,3,True
newcand_805,True,content_popularity_blend,10,4,True
newcand_806,True,content_popularity_blend,10,4,True
newcand_807,True,content_popularity_blend,10,1,True
newcand_808,True,content_popularity_blend,10,2,True
newcand_809,True,content_popularity_blend,10,3,True
newcand_810,True,content_popularity_blend,10,4,True
newcand_811,True,content_popularity_blend,10,2,True
newcand_812,True,content_popularity_blend,10,3,True
newcand_813,True,content_popularity_blend,10,4,True
newcand_814,True,content_popularity_blend,10,3,True
newcand_815,True,content_popularity_blend,10,1,True
newcand_816,True,content_popularity_blend,10,1,True
newcand_817,True,content_popularity_blend,10,0,False
newcand_818,True,content_popularity_blend,10,2,True
newcand_819,True,content_popularity_blend,10,5,True
newcand_820,True,content_popularity_blend,10,6,True
newcand_821,True,content_popularity_blend,10,0,False
newcand_822,False,popularity_fallback_no_skills,10,2,True
newcand_823,True,content_popularity_blend,10,2,True
newcand_824,True,content_popularity_blend,10,0,False
newcand_825,True,content_popularity_blend,10,4,True
newcand_826,True,content_popularity_blend,10,4,True
newcand_827,True,content_popularity_blend,10,3,True
newcand_828,True,content_popularity_blend,10,3,True
newcand_829,True,content_popularity_blend,10,3,True
newcand_830,True,content_popularity_blend,10,4,True
newcand_831,True,content_popularity_blend,10,3,True
newcand_832,True,content_popularity_blend,10,3,True
newcand_833,True,content_popularity_blend,10,3,True
newcand_834,True,content_popularity_blend,10,1,True
newcand_835,True,content_popularity_blend,10,1,True
newcand_836,False,popularity_fallback_no_skills,10,1,True
newcand_837,True,content_popularity_blend,10,1,True
newcand_838,True,content_popularity_blend,10,3,True
newcand_839,False,popularity_fallback_no_skills,10,1,True
newcand_840,True,content_popularity_blend,10,1,True
newcand_841,False,popularity_fallback_no_skills,10,0,False
newcand_842,True,content_popularity_blend,10,3,True
newcand_843,True,content_popularity_blend,10,2,True
newcand_844,True,content_popularity_blend,10,4,True
newcand_845,True,content_popularity_blend,10,0,False
newcand_846,True,content_popularity_blend,10,5,True
newcand_847,True,content_popularity_blend,10,3,True
newcand_848,True,content_popularity_blend,10,3,True
newcand_849,False,popularity_fallback_no_skills,10,0,False
newcand_850,False,popularity_fallback_no_skills,10,2,True
newcand_851,True,content_popularity_blend,10,3,True
newcand_852,True,content_popularity_blend,10,2,True
newcand_853,False,popularity_fallback_no_skills,10,1,True
newcand_854,True,content_popularity_blend,10,3,True
newcand_855,True,content_popularity_blend,10,3,True
newcand_856,True,content_popularity_blend,10,4,True
newcand_857,True,content_popularity_blend,10,3,True
newcand_858,True,content_popularity_blend,10,7,True
newcand_859,True,content_popularity_blend,10,1,True
newcand_860,True,content_popularity_blend,10,0,False
newcand_861,True,content_popularity_blend,10,4,True
newcand_862,True,content_popularity_blend,10,4,True
newcand_863,True,content_popularity_blend,10,6,True
newcand_864,True,content_popularity_blend,10,2,True
newcand_865,False,popularity_fallback_no_skills,10,1,True
newcand_866,True,content_popularity_blend,10,1,True
newcand_867,True,content_popularity_blend,10,4,True
newcand_868,True,content_popularity_blend,10,2,True
newcand_869,True,content_popularity_blend,10,3,True
newcand_870,True,content_popularity_blend,10,3,True
newcand_871,True,content_popularity_blend,10,6,True
newcand_872,True,content_popularity_blend,10,3,True
newcand_873,True,content_popularity_blend,10,4,True
newcand_874,True,content_popularity_blend,10,3,True
newcand_875,True,content_popularity_blend,10,5,True
newcand_876,True,content_popularity_blend,10,6,True
newcand_877,True,content_popularity_blend,10,4,True
newcand_878,True,content_popularity_blend,10,4,True
newcand_879,True,content_popularity_blend,10,4,True
newcand_880,True,content_popularity_blend,10,1,True
newcand_881,True,content_popularity_blend,10,4,True
newcand_882,True,content_popularity_blend,10,3,True
newcand_883,True,content_popularity_blend,10,2,True
newcand_884,True,content_popularity_blend,10,2,True
newcand_885,True,content_popularity_blend,10,4,True
newcand_886,True,content_popularity_blend,10,2,True
newcand_887,True,content_popularity_blend,10,0,False
newcand_888,True,content_popularity_blend,10,3,True
newcand_889,True,content_popularity_blend,10,1,True
newcand_890,True,content_popularity_blend,10,2,True
newcand_891,True,content_popularity_blend,10,3,True
newcand_892,True,content_popularity_blend,10,2,True
newcand_893,True,content_popularity_blend,10,1,True
newcand_894,True,content_popularity_blend,10,4,True
newcand_895,True,content_popularity_blend,10,1,True
newcand_896,True,content_popularity_blend,10,1,True
newcand_897,True,content_popularity_blend,10,2,True
newcand_898,True,content_popularity_blend,10,2,True
newcand_899,True,content_popularity_blend,10,3,True
newcand_900,True,content_popularity_blend,10,4,True
newcand_901,True,content_popularity_blend,10,5,True
newcand_902,True,content_popularity_blend,10,0,False
newcand_903,True,content_popularity_blend,10,1,True
newcand_904,True,content_popularity_blend,10,3,True
newcand_905,True,content_popularity_blend,10,3,True
newcand_906,True,content_popularity_blend,10,2,True
newcand_907,True,content_popularity_blend,10,2,True
newcand_908,True,content_popularity_blend,10,1,True
newcand_909,True,content_popularity_blend,10,1,True
newcand_910,True,content_popularity_blend,10,1,True
newcand_911,True,content_popularity_blend,10,3,True
newcand_912,True,content_popularity_blend,10,5,True
newcand_913,True,content_popularity_blend,10,3,True
newcand_914,True,content_popularity_blend,10,2,True
newcand_915,True,content_popularity_blend,10,6,True
newcand_916,True,content_popularity_blend,10,4,True
newcand_917,True,content_popularity_blend,10,1,True
newcand_918,True,content_popularity_blend,10,2,True
newcand_919,True,content_popularity_blend,10,5,True
newcand_920,True,content_popularity_blend,10,2,True
newcand_921,True,content_popularity_blend,10,3,True
newcand_922,True,content_popularity_blend,10,4,True
newcand_923,True,content_popularity_blend,10,3,True
newcand_924,True,content_popularity_blend,10,1,True
newcand_925,True,content_popularity_blend,10,4,True
newcand_926,True,content_popularity_blend,10,0,False
newcand_927,True,content_popularity_blend,10,2,True
newcand_928,True,content_popularity_blend,10,4,True
newcand_929,False,popularity_fallback_no_skills,10,2,True
newcand_930,True,content_popularity_blend,10,2,True
newcand_931,True,content_popularity_blend,10,1,True
newcand_932,True,content_popularity_blend,10,2,True
newcand_933,True,content_popularity_blend,10,3,True
newcand_934,False,popularity_fallback_no_skills,10,1,True
newcand_935,True,content_popularity_blend,10,1,True
newcand_936,True,content_popularity_blend,10,2,True
newcand_937,True,content_popularity_blend,10,2,True
newcand_938,True,content_popularity_blend,10,5,True
newcand_939,True,content_popularity_blend,10,6,True
newcand_940,True,content_popularity_blend,10,1,True
newcand_941,True,content_popularity_blend,10,5,True
newcand_942,True,content_popularity_blend,10,3,True
newcand_943,True,content_popularity_blend,10,3,True
newcand_944,True,content_popularity_blend,10,0,False
newcand_945,True,content_popularity_blend,10,5,True
newcand_946,True,content_popularity_blend,10,4,True
newcand_947,True,content_popularity_blend,10,2,True
newcand_948,True,content_popularity_blend,10,4,True
newcand_949,True,content_popularity_blend,10,3,True
newcand_950,True,content_popularity_blend,10,0,False
newcand_951,True,content_popularity_blend,10,5,True
newcand_952,True,content_popularity_blend,10,2,True
newcand_953,True,content_popularity_blend,10,1,True
newcand_954,True,content_popularity_blend,10,3,True
newcand_955,True,content_popularity_blend,10,3,True
newcand_956,True,content_popularity_blend,10,3,True
newcand_957,True,content_popularity_blend,10,5,True
newcand_958,True,content_popularity_blend,10,6,True
newcand_959,True,content_popularity_blend,10,4,True
newcand_960,True,content_popularity_blend,10,3,True
newcand_961,True,content_popularity_blend,10,1,True
newcand_962,True,content_popularity_blend,10,3,True
newcand_963,True,content_popularity_blend,10,1,True
newcand_964,True,content_popularity_blend,10,3,True
newcand_965,True,content_popularity_blend,10,4,True
newcand_966,True,content_popularity_blend,10,2,True
newcand_967,True,content_popularity_blend,10,0,False
newcand_968,True,content_popularity_blend,10,2,True
newcand_969,True,content_popularity_blend,10,2,True
newcand_970,True,content_popularity_blend,10,2,True
newcand_971,True,content_popularity_blend,10,0,False
newcand_972,True,content_popularity_blend,10,2,True
newcand_973,True,content_popularity_blend,10,3,True
newcand_974,True,content_popularity_blend,10,2,True
newcand_975,True,content_popularity_blend,10,4,True
newcand_976,True,content_popularity_blend,10,4,True
newcand_977,False,popularity_fallback_no_skills,10,0,False
newcand_978,True,content_popularity_blend,10,2,True
newcand_979,True,content_popularity_blend,10,6,True
newcand_980,True,content_popularity_blend,10,1,True
newcand_981,False,popularity_fallback_no_skills,10,0,False
newcand_982,True,content_popularity_blend,10,2,True
newcand_983,True,content_popularity_blend,10,4,True
newcand_984,True,content_popularity_blend,10,1,True
newcand_985,True,content_popularity_blend,10,3,True
newcand_986,True,content_popularity_blend,10,4,True
newcand_987,True,content_popularity_blend,10,2,True
newcand_988,True,content_popularity_blend,10,4,True
newcand_989,True,content_popularity_blend,10,0,False
newcand_990,True,content_popularity_blend,10,5,True
newcand_991,True,content_popularity_blend,10,3,True
newcand_992,True,content_popularity_blend,10,5,True
newcand_993,True,content_popularity_blend,10,2,True
newcand_994,True,content_popularity_blend,10,5,True
newcand_995,False,popularity_fallback_no_skills,10,0,False
newcand_996,True,content_popularity_blend,10,2,True
newcand_997,True,content_popularity_blend,10,2,True
newcand_998,True,content_popularity_blend,10,6,True
newcand_999,True,content_popularity_blend,10,2,True
newcand_1000,False,popularity_fallback_no_skills,10,1,True
newcand_1001,True,content_popularity_blend,10,2,True
newcand_1002,True,content_popularity_blend,10,2,True
newcand_1003,True,content_popularity_blend,10,3,True
newcand_1004,True,content_popularity_blend,10,3,True
newcand_1005,True,content_popularity_blend,10,2,True
newcand_1006,True,content_popularity_blend,10,3,True
newcand_1007,True,content_popularity_blend,10,1,True
newcand_1008,True,content_popularity_blend,10,2,True
newcand_1009,True,content_popularity_blend,10,2,True
newcand_1010,True,content_popularity_blend,10,2,True
newcand_1011,True,content_popularity_blend,10,2,True
newcand_1012,True,content_popularity_blend,10,3,True
newcand_1013,False,popularity_fallback_no_skills,10,0,False
newcand_1014,True,content_popularity_blend,10,4,True
newcand_1015,True,content_popularity_blend,10,2,True
newcand_1016,True,content_popularity_blend,10,5,True
newcand_1017,True,content_popularity_blend,10,7,True
newcand_1018,True,content_popularity_blend,10,3,True
newcand_1019,True,content_popularity_blend,10,4,True
newcand_1020,True,content_popularity_blend,10,5,True
newcand_1021,True,content_popularity_blend,10,1,True
newcand_1022,True,content_popularity_blend,10,4,True
newcand_1023,True,content_popularity_blend,10,3,True
newcand_1024,True,content_popularity_blend,10,3,True
newcand_1025,True,content_popularity_blend,10,3,True
newcand_1026,True,content_popularity_blend,10,2,True
newcand_1027,True,content_popularity_blend,10,2,True
newcand_1028,True,content_popularity_blend,10,2,True
newcand_1029,True,content_popularity_blend,10,0,False
newcand_1030,True,content_popularity_blend,10,2,True
newcand_1031,True,content_popularity_blend,10,0,False
newcand_1032,True,content_popularity_blend,10,5,True
newcand_1033,True,content_popularity_blend,10,0,False
newcand_1034,True,content_popularity_blend,10,1,True
newcand_1035,True,content_popularity_blend,10,4,True
newcand_1036,True,content_popularity_blend,10,1,True
newcand_1037,True,content_popularity_blend,10,5,True
newcand_1038,True,content_popularity_blend,10,3,True
newcand_1039,True,content_popularity_blend,10,2,True
newcand_1040,True,content_popularity_blend,10,3,True
newcand_1041,True,content_popularity_blend,10,5,True
newcand_1042,True,content_popularity_blend,10,5,True
newcand_1043,True,content_popularity_blend,10,3,True
newcand_1044,True,content_popularity_blend,10,2,True
newcand_1045,True,content_popularity_blend,10,4,True
newcand_1046,True,content_popularity_blend,10,2,True
newcand_1047,True,content_popularity_blend,10,5,True
newcand_1048,True,content_popularity_blend,10,6,True
newcand_1049,True,content_popularity_blend,10,3,True
newcand_1050,True,content_popularity_blend,10,2,True
newcand_1051,True,content_popularity_blend,10,2,True
newcand_1052,True,content_popularity_blend,10,4,True
newcand_1053,True,content_popularity_blend,10,4,True
newcand_1054,True,content_popularity_blend,10,2,True
newcand_1055,True,content_popularity_blend,10,4,True
newcand_1056,False,popularity_fallback_no_skills,10,2,True
newcand_1057,True,content_popularity_blend,10,2,True
newcand_1058,True,content_popularity_blend,10,2,True
newcand_1059,True,content_popularity_blend,10,2,True
newcand_1060,True,content_popularity_blend,10,2,True
newcand_1061,True,content_popularity_blend,10,3,True
newcand_1062,True,content_popularity_blend,10,4,True
newcand_1063,True,content_popularity_blend,10,4,True
newcand_1064,True,content_popularity_blend,10,5,True
newcand_1065,True,content_popularity_blend,10,1,True
newcand_1066,True,content_popularity_blend,10,4,True
newcand_1067,True,content_popularity_blend,10,3,True
newcand_1068,False,popularity_fallback_no_skills,10,1,True
newcand_1069,True,content_popularity_blend,10,2,True
newcand_1070,True,content_popularity_blend,10,4,True
newcand_1071,True,content_popularity_blend,10,3,True
newcand_1072,True,content_popularity_blend,10,6,True
newcand_1073,False,popularity_fallback_no_skills,10,1,True
newcand_1074,True,content_popularity_blend,10,2,True
newcand_1075,True,content_popularity_blend,10,1,True
newcand_1076,True,content_popularity_blend,10,4,True
newcand_1077,True,content_popularity_blend,10,2,True
newcand_1078,True,content_popularity_blend,10,3,True
newcand_1079,True,content_popularity_blend,10,1,True
newcand_1080,True,content_popularity_blend,10,1,True
newcand_1081,True,content_popularity_blend,10,5,True
newcand_1082,True,content_popularity_blend,10,1,True
newcand_1083,True,content_popularity_blend,10,1,True
newcand_1084,True,content_popularity_blend,10,1,True
newcand_1085,True,content_popularity_blend,10,2,True
newcand_1086,True,content_popularity_blend,10,4,True
newcand_1087,False,popularity_fallback_no_skills,10,0,False
newcand_1088,True,content_popularity_blend,10,4,True
newcand_1089,True,content_popularity_blend,10,5,True
newcand_1090,True,content_popularity_blend,10,1,True
newcand_1091,True,content_popularity_blend,10,5,True
newcand_1092,True,content_popularity_blend,10,2,True
newcand_1093,True,content_popularity_blend,10,3,True
newcand_1094,True,content_popularity_blend,10,5,True
newcand_1095,True,content_popularity_blend,10,1,True
newcand_1096,True,content_popularity_blend,10,3,True
newcand_1097,True,content_popularity_blend,10,4,True
newcand_1098,True,content_popularity_blend,10,1,True
newcand_1099,True,content_popularity_blend,10,4,True
newcand_1100,True,content_popularity_blend,10,1,True
newcand_1101,True,content_popularity_blend,10,4,True
newcand_1102,True,content_popularity_blend,10,2,True
newcand_1103,True,content_popularity_blend,10,4,True
newcand_1104,False,popularity_fallback_no_skills,10,3,True
newcand_1105,True,content_popularity_blend,10,4,True
newcand_1106,True,content_popularity_blend,10,4,True
newcand_1107,True,content_popularity_blend,10,1,True
newcand_1108,False,popularity_fallback_no_skills,10,1,True
newcand_1109,True,content_popularity_blend,10,5,True
newcand_1110,True,content_popularity_blend,10,1,True
newcand_1111,True,content_popularity_blend,10,4,True
newcand_1112,False,popularity_fallback_no_skills,10,1,True
newcand_1113,True,content_popularity_blend,10,1,True
newcand_1114,True,content_popularity_blend,10,2,True
newcand_1115,True,content_popularity_blend,10,2,True
newcand_1116,True,content_popularity_blend,10,4,True
newcand_1117,True,content_popularity_blend,10,5,True
newcand_1118,True,content_popularity_blend,10,1,True
newcand_1119,True,content_popularity_blend,10,6,True
newcand_1120,True,content_popularity_blend,10,1,True
newcand_1121,True,content_popularity_blend,10,5,True
newcand_1122,True,content_popularity_blend,10,3,True
newcand_1123,True,content_popularity_blend,10,1,True
newcand_1124,True,content_popularity_blend,10,1,True
newcand_1125,True,content_popularity_blend,10,5,True
newcand_1126,True,content_popularity_blend,10,1,True
newcand_1127,True,content_popularity_blend,10,5,True
newcand_1128,True,content_popularity_blend,10,2,True
newcand_1129,True,content_popularity_blend,10,5,True
newcand_1130,True,content_popularity_blend,10,3,True
newcand_1131,True,content_popularity_blend,10,6,True
newcand_1132,True,content_popularity_blend,10,3,True
newcand_1133,False,popularity_fallback_no_skills,10,2,True
newcand_1134,True,content_popularity_blend,10,1,True
newcand_1135,True,content_popularity_blend,10,2,True
newcand_1136,True,content_popularity_blend,10,4,True
newcand_1137,True,content_popularity_blend,10,3,True
newcand_1138,True,content_popularity_blend,10,0,False
newcand_1139,True,content_popularity_blend,10,5,True
newcand_1140,True,content_popularity_blend,10,4,True
newcand_1141,True,content_popularity_blend,10,4,True
newcand_1142,True,content_popularity_blend,10,4,True
newcand_1143,True,content_popularity_blend,10,5,True
newcand_1144,True,content_popularity_blend,10,2,True
newcand_1145,True,content_popularity_blend,10,6,True
newcand_1146,True,content_popularity_blend,10,1,True
newcand_1147,False,popularity_fallback_no_skills,10,0,False
newcand_1148,True,content_popularity_blend,10,1,True
newcand_1149,True,content_popularity_blend,10,3,True
newcand_1150,True,content_popularity_blend,10,2,True
newcand_1151,True,content_popularity_blend,10,3,True
newcand_1152,True,content_popularity_blend,10,3,True
newcand_1153,True,content_popularity_blend,10,2,True
newcand_1154,True,content_popularity_blend,10,4,True
newcand_1155,True,content_popularity_blend,10,2,True
newcand_1156,True,content_popularity_blend,10,5,True
newcand_1157,True,content_popularity_blend,10,1,True
newcand_1158,True,content_popularity_blend,10,0,False
newcand_1159,True,content_popularity_blend,10,4,True
newcand_1160,True,content_popularity_blend,10,2,True
newcand_1161,True,content_popularity_blend,10,0,False
newcand_1162,True,content_popularity_blend,10,1,True
newcand_1163,True,content_popularity_blend,10,3,True
newcand_1164,True,content_popularity_blend,10,4,True
newcand_1165,True,content_popularity_blend,10,2,True
newcand_1166,True,content_popularity_blend,10,5,True
newcand_1167,True,content_popularity_blend,10,2,True
newcand_1168,False,popularity_fallback_no_skills,10,2,True
newcand_1169,True,content_popularity_blend,10,4,True
newcand_1170,True,content_popularity_blend,10,2,True
newcand_1171,True,content_popularity_blend,10,0,False
newcand_1172,True,content_popularity_blend,10,5,True
newcand_1173,True,content_popularity_blend,10,5,True
newcand_1174,True,content_popularity_blend,10,4,True
newcand_1175,True,content_popularity_blend,10,5,True
newcand_1176,True,content_popularity_blend,10,3,True
newcand_1177,True,content_popularity_blend,10,4,True
newcand_1178,True,content_popularity_blend,10,3,True
newcand_1179,True,content_popularity_blend,10,1,True
newcand_1180,True,content_popularity_blend,10,0,False
newcand_1181,True,content_popularity_blend,10,5,True
newcand_1182,True,content_popularity_blend,10,2,True
newcand_1183,True,content_popularity_blend,10,1,True
newcand_1184,True,content_popularity_blend,10,3,True
newcand_1185,True,content_popularity_blend,10,3,True
