candidate_id,had_skills_on_file,strategy,n_recommendations,n_relevant_actions,any_relevant_action
newcand_632,False,popularity_baseline,10,1,True
newcand_633,True,popularity_baseline,10,1,True
newcand_634,True,popularity_baseline,10,1,True
newcand_635,True,popularity_baseline,10,3,True
newcand_636,True,popularity_baseline,10,1,True
newcand_637,True,popularity_baseline,10,3,True
newcand_638,True,popularity_baseline,10,1,True
newcand_639,True,popularity_baseline,10,5,True
newcand_640,False,popularity_baseline,10,1,True
newcand_641,True,popularity_baseline,10,2,True
newcand_642,True,popularity_baseline,10,1,True
newcand_643,True,popularity_baseline,10,0,False
newcand_644,True,popularity_baseline,10,3,True
newcand_645,True,popularity_baseline,10,0,False
newcand_646,True,popularity_baseline,10,0,False
newcand_647,True,popularity_baseline,10,3,True
newcand_648,True,popularity_baseline,10,1,True
newcand_649,True,popularity_baseline,10,2,True
newcand_650,False,popularity_baseline,10,3,True
newcand_651,True,popularity_baseline,10,2,True
newcand_652,True,popularity_baseline,10,1,True
newcand_653,True,popularity_baseline,10,1,True
newcand_654,True,popularity_baseline,10,0,False
newcand_655,True,popularity_baseline,10,1,True
newcand_656,True,popularity_baseline,10,0,False
newcand_657,True,popularity_baseline,10,2,True
newcand_658,True,popularity_baseline,10,2,True
newcand_659,True,popularity_baseline,10,0,False
newcand_660,True,popularity_baseline,10,2,True
newcand_661,True,popularity_baseline,10,4,True
newcand_662,True,popularity_baseline,10,1,True
newcand_663,True,popularity_baseline,10,4,True
newcand_664,True,popularity_baseline,10,0,False
newcand_665,True,popularity_baseline,10,0,False
newcand_666,True,popularity_baseline,10,1,True
newcand_667,True,popularity_baseline,10,0,False
newcand_668,True,popularity_baseline,10,1,True
newcand_669,True,popularity_baseline,10,1,True
newcand_670,True,popularity_baseline,10,2,True
newcand_671,True,popularity_baseline,10,3,True
newcand_672,True,popularity_baseline,10,0,False
newcand_673,True,popularity_baseline,10,1,True
newcand_674,True,popularity_baseline,10,0,False
newcand_675,True,popularity_baseline,10,1,True
newcand_676,True,popularity_baseline,10,0,False
newcand_677,True,popularity_baseline,10,1,True
newcand_678,True,popularity_baseline,10,2,True
newcand_679,True,popularity_baseline,10,5,True
newcand_680,False,popularity_baseline,10,3,True
newcand_681,True,popularity_baseline,10,2,True
newcand_682,True,popularity_baseline,10,1,True
newcand_683,True,popularity_baseline,10,1,True
newcand_684,True,popularity_baseline,10,2,True
newcand_685,True,popularity_baseline,10,1,True
newcand_686,True,popularity_baseline,10,1,True
newcand_687,True,popularity_baseline,10,1,True
newcand_688,True,popularity_baseline,10,2,True
newcand_689,True,popularity_baseline,10,1,True
newcand_690,True,popularity_baseline,10,1,True
newcand_691,True,popularity_baseline,10,1,True
newcand_692,True,popularity_baseline,10,0,False
newcand_693,True,popularity_baseline,10,2,True
newcand_694,True,popularity_baseline,10,0,False
newcand_695,True,popularity_baseline,10,1,True
newcand_696,True,popularity_baseline,10,1,True
newcand_697,True,popularity_baseline,10,1,True
newcand_698,True,popularity_baseline,10,0,False
newcand_699,True,popularity_baseline,10,0,False
newcand_700,True,popularity_baseline,10,1,True
newcand_701,True,popularity_baseline,10,0,False
newcand_702,True,popularity_baseline,10,2,True
newcand_703,True,popularity_baseline,10,0,False
newcand_704,True,popularity_baseline,10,1,True
newcand_705,True,popularity_baseline,10,1,True
newcand_706,True,popularity_baseline,10,0,False
newcand_707,True,popularity_baseline,10,0,False
newcand_708,True,popularity_baseline,10,3,True
newcand_709,False,popularity_baseline,10,0,False
newcand_710,False,popularity_baseline,10,0,False
newcand_711,True,popularity_baseline,10,0,False
newcand_712,True,popularity_baseline,10,1,True
newcand_713,True,popularity_baseline,10,1,True
newcand_714,True,popularity_baseline,10,1,True
newcand_715,True,popularity_baseline,10,2,True
newcand_716,True,popularity_baseline,10,3,True
newcand_717,True,popularity_baseline,10,5,True
newcand_718,True,popularity_baseline,10,0,False
newcand_719,True,popularity_baseline,10,1,True
newcand_720,False,popularity_baseline,10,0,False
newcand_721,True,popularity_baseline,10,1,True
newcand_722,True,popularity_baseline,10,2,True
newcand_723,True,popularity_baseline,10,2,True
newcand_724,True,popularity_baseline,10,3,True
newcand_725,True,popularity_baseline,10,1,True
newcand_726,True,popularity_baseline,10,2,True
newcand_727,True,popularity_baseline,10,2,True
newcand_728,False,popularity_baseline,10,1,True
newcand_729,True,popularity_baseline,10,3,True
newcand_730,True,popularity_baseline,10,2,True
newcand_731,True,popularity_baseline,10,1,True
newcand_732,True,popularity_baseline,10,1,True
newcand_733,False,popularity_baseline,10,1,True
newcand_734,True,popularity_baseline,10,2,True
newcand_735,True,popularity_baseline,10,0,False
newcand_736,True,popularity_baseline,10,3,True
newcand_737,True,popularity_baseline,10,0,False
newcand_738,True,popularity_baseline,10,0,False
newcand_739,True,popularity_baseline,10,2,True
newcand_740,True,popularity_baseline,10,0,False
newcand_741,True,popularity_baseline,10,2,True
newcand_742,True,popularity_baseline,10,2,True
newcand_743,True,popularity_baseline,10,2,True
newcand_744,True,popularity_baseline,10,1,True
newcand_745,True,popularity_baseline,10,1,True
newcand_746,True,popularity_baseline,10,2,True
newcand_747,True,popularity_baseline,10,3,True
newcand_748,True,popularity_baseline,10,2,True
newcand_749,True,popularity_baseline,10,0,False
newcand_750,True,popularity_baseline,10,2,True
newcand_751,True,popularity_baseline,10,2,True
newcand_752,True,popularity_baseline,10,1,True
newcand_753,True,popularity_baseline,10,4,True
newcand_754,True,popularity_baseline,10,1,True
newcand_755,True,popularity_baseline,10,0,False
newcand_756,True,popularity_baseline,10,2,True
newcand_757,True,popularity_baseline,10,1,True
newcand_758,True,popularity_baseline,10,3,True
newcand_759,True,popularity_baseline,10,3,True
newcand_760,True,popularity_baseline,10,0,False
newcand_761,True,popularity_baseline,10,1,True
newcand_762,True,popularity_baseline,10,1,True
newcand_763,True,popularity_baseline,10,2,True
newcand_764,True,popularity_baseline,10,1,True
newcand_765,True,popularity_baseline,10,1,True
newcand_766,True,popularity_baseline,10,2,True
newcand_767,True,popularity_baseline,10,0,False
newcand_768,True,popularity_baseline,10,3,True
newcand_769,True,popularity_baseline,10,3,True
newcand_770,True,popularity_baseline,10,0,False
newcand_771,True,popularity_baseline,10,0,False
newcand_772,True,popularity_baseline,10,0,False
newcand_773,True,popularity_baseline,10,0,False
newcand_774,False,popularity_baseline,10,1,True
newcand_775,True,popularity_baseline,10,2,True
newcand_776,False,popularity_baseline,10,3,True
newcand_777,True,popularity_baseline,10,2,True
newcand_778,True,popularity_baseline,10,0,False
newcand_779,True,popularity_baseline,10,1,True
newcand_780,True,popularity_baseline,10,3,True
newcand_781,True,popularity_baseline,10,2,True
newcand_782,True,popularity_baseline,10,0,False
newcand_783,True,popularity_baseline,10,0,False
newcand_784,True,popularity_baseline,10,1,True
newcand_785,True,popularity_baseline,10,1,True
newcand_786,False,popularity_baseline,10,0,False
newcand_787,True,popularity_baseline,10,1,True
newcand_788,True,popularity_baseline,10,0,False
newcand_789,True,popularity_baseline,10,1,True
newcand_790,True,popularity_baseline,10,1,True
newcand_791,True,popularity_baseline,10,0,False
newcand_792,True,popularity_baseline,10,1,True
newcand_793,True,popularity_baseline,10,0,False
newcand_794,False,popularity_baseline,10,0,False
newcand_795,False,popularity_baseline,10,3,True
newcand_796,True,popularity_baseline,10,1,True
newcand_797,True,popularity_baseline,10,2,True
newcand_798,True,popularity_baseline,10,2,True
newcand_799,True,popularity_baseline,10,3,True
newcand_800,True,popularity_baseline,10,1,True
newcand_801,True,popularity_baseline,10,0,False
newcand_802,True,popularity_baseline,10,0,False
newcand_803,True,popularity_baseline,10,0,False
newcand_804,True,popularity_baseline,10,3,True
newcand_805,True,popularity_baseline,10,1,True
newcand_806,True,popularity_baseline,10,2,True
newcand_807,True,popularity_baseline,10,1,True
newcand_808,True,popularity_baseline,10,0,False
newcand_809,True,popularity_baseline,10,1,True
newcand_810,True,popularity_baseline,10,2,True
newcand_811,True,popularity_baseline,10,1,True
newcand_812,True,popularity_baseline,10,1,True
newcand_813,True,popularity_baseline,10,1,True
newcand_814,True,popularity_baseline,10,0,False
newcand_815,True,popularity_baseline,10,2,True
newcand_816,True,popularity_baseline,10,2,True
newcand_817,True,popularity_baseline,10,2,True
newcand_818,True,popularity_baseline,10,1,True
newcand_819,True,popularity_baseline,10,1,True
newcand_820,True,popularity_baseline,10,1,True
newcand_821,True,popularity_baseline,10,0,False
newcand_822,False,popularity_baseline,10,0,False
newcand_823,True,popularity_baseline,10,0,False
newcand_824,True,popularity_baseline,10,0,False
newcand_825,True,popularity_baseline,10,1,True
newcand_826,True,popularity_baseline,10,3,True
newcand_827,True,popularity_baseline,10,3,True
newcand_828,True,popularity_baseline,10,0,False
newcand_829,True,popularity_baseline,10,1,True
newcand_830,True,popularity_baseline,10,5,True
newcand_831,True,popularity_baseline,10,1,True
newcand_832,True,popularity_baseline,10,1,True
newcand_833,True,popularity_baseline,10,3,True
newcand_834,True,popularity_baseline,10,3,True
newcand_835,True,popularity_baseline,10,0,False
newcand_836,False,popularity_baseline,10,2,True
newcand_837,True,popularity_baseline,10,3,True
newcand_838,True,popularity_baseline,10,0,False
newcand_839,False,popularity_baseline,10,0,False
newcand_840,True,popularity_baseline,10,3,True
newcand_841,False,popularity_baseline,10,1,True
newcand_842,True,popularity_baseline,10,0,False
newcand_843,True,popularity_baseline,10,1,True
newcand_844,True,popularity_baseline,10,2,True
newcand_845,True,popularity_baseline,10,0,False
newcand_846,True,popularity_baseline,10,2,True
newcand_847,True,popularity_baseline,10,3,True
newcand_848,True,popularity_baseline,10,1,True
newcand_849,False,popularity_baseline,10,0,False
newcand_850,False,popularity_baseline,10,1,True
newcand_851,True,popularity_baseline,10,2,True
newcand_852,True,popularity_baseline,10,0,False
newcand_853,False,popularity_baseline,10,0,False
newcand_854,True,popularity_baseline,10,2,True
newcand_855,True,popularity_baseline,10,0,False
newcand_856,True,popularity_baseline,10,1,True
newcand_857,True,popularity_baseline,10,2,True
newcand_858,True,popularity_baseline,10,0,False
newcand_859,True,popularity_baseline,10,1,True
newcand_860,True,popularity_baseline,10,1,True
newcand_861,True,popularity_baseline,10,1,True
newcand_862,True,popularity_baseline,10,1,True
newcand_863,True,popularity_baseline,10,3,True
newcand_864,True,popularity_baseline,10,1,True
newcand_865,False,popularity_baseline,10,1,True
newcand_866,True,popularity_baseline,10,1,True
newcand_867,True,popularity_baseline,10,2,True
newcand_868,True,popularity_baseline,10,2,True
newcand_869,True,popularity_baseline,10,0,False
newcand_870,True,popularity_baseline,10,0,False
newcand_871,True,popularity_baseline,10,0,False
newcand_872,True,popularity_baseline,10,1,True
newcand_873,True,popularity_baseline,10,2,True
newcand_874,True,popularity_baseline,10,2,True
newcand_875,True,popularity_baseline,10,1,True
newcand_876,True,popularity_baseline,10,1,True
newcand_877,True,popularity_baseline,10,1,True
newcand_878,True,popularity_baseline,10,0,False
newcand_879,True,popularity_baseline,10,0,False
newcand_880,True,popularity_baseline,10,0,False
newcand_881,True,popularity_baseline,10,0,False
newcand_882,True,popularity_baseline,10,1,True
newcand_883,True,popularity_baseline,10,1,True
newcand_884,True,popularity_baseline,10,1,True
newcand_885,True,popularity_baseline,10,0,False
newcand_886,True,popularity_baseline,10,2,True
newcand_887,True,popularity_baseline,10,2,True
newcand_888,True,popularity_baseline,10,2,True
newcand_889,True,popularity_baseline,10,1,True
newcand_890,True,popularity_baseline,10,0,False
newcand_891,True,popularity_baseline,10,4,True
newcand_892,True,popularity_baseline,10,0,False
newcand_893,True,popularity_baseline,10,0,False
newcand_894,True,popularity_baseline,10,1,True
newcand_895,True,popularity_baseline,10,1,True
newcand_896,True,popularity_baseline,10,1,True
newcand_897,True,popularity_baseline,10,0,False
newcand_898,True,popularity_baseline,10,1,True
newcand_899,True,popularity_baseline,10,1,True
newcand_900,True,popularity_baseline,10,1,True
newcand_901,True,popularity_baseline,10,2,True
newcand_902,True,popularity_baseline,10,2,True
newcand_903,True,popularity_baseline,10,4,True
newcand_904,True,popularity_baseline,10,0,False
newcand_905,True,popularity_baseline,10,0,False
newcand_906,True,popularity_baseline,10,1,True
newcand_907,True,popularity_baseline,10,1,True
newcand_908,True,popularity_baseline,10,0,False
newcand_909,True,popularity_baseline,10,2,True
newcand_910,True,popularity_baseline,10,1,True
newcand_911,True,popularity_baseline,10,0,False
newcand_912,True,popularity_baseline,10,1,True
newcand_913,True,popularity_baseline,10,1,True
newcand_914,True,popularity_baseline,10,2,True
newcand_915,True,popularity_baseline,10,3,True
newcand_916,True,popularity_baseline,10,1,True
newcand_917,True,popularity_baseline,10,0,False
newcand_918,True,popularity_baseline,10,1,True
newcand_919,True,popularity_baseline,10,2,True
newcand_920,True,popularity_baseline,10,2,True
newcand_921,True,popularity_baseline,10,1,True
newcand_922,True,popularity_baseline,10,1,True
newcand_923,True,popularity_baseline,10,3,True
newcand_924,True,popularity_baseline,10,2,True
newcand_925,True,popularity_baseline,10,2,True
newcand_926,True,popularity_baseline,10,2,True
newcand_927,True,popularity_baseline,10,1,True
newcand_928,True,popularity_baseline,10,2,True
newcand_929,False,popularity_baseline,10,0,False
newcand_930,True,popularity_baseline,10,0,False
newcand_931,True,popularity_baseline,10,2,True
newcand_932,True,popularity_baseline,10,2,True
newcand_933,True,popularity_baseline,10,1,True
newcand_934,False,popularity_baseline,10,0,False
newcand_935,True,popularity_baseline,10,4,True
newcand_936,True,popularity_baseline,10,1,True
newcand_937,True,popularity_baseline,10,3,True
newcand_938,True,popularity_baseline,10,0,False
newcand_939,True,popularity_baseline,10,2,True
newcand_940,True,popularity_baseline,10,1,True
newcand_941,True,popularity_baseline,10,1,True
newcand_942,True,popularity_baseline,10,2,True
newcand_943,True,popularity_baseline,10,0,False
newcand_944,True,popularity_baseline,10,2,True
newcand_945,True,popularity_baseline,10,1,True
newcand_946,True,popularity_baseline,10,0,False
newcand_947,True,popularity_baseline,10,0,False
newcand_948,True,popularity_baseline,10,1,True
newcand_949,True,popularity_baseline,10,1,True
newcand_950,True,popularity_baseline,10,1,True
newcand_951,True,popularity_baseline,10,2,True
newcand_952,True,popularity_baseline,10,1,True
newcand_953,True,popularity_baseline,10,2,True
newcand_954,True,popularity_baseline,10,3,True
newcand_955,True,popularity_baseline,10,1,True
newcand_956,True,popularity_baseline,10,1,True
newcand_957,True,popularity_baseline,10,0,False
newcand_958,True,popularity_baseline,10,2,True
newcand_959,True,popularity_baseline,10,3,True
newcand_960,True,popularity_baseline,10,0,False
newcand_961,True,popularity_baseline,10,1,True
newcand_962,True,popularity_baseline,10,1,True
newcand_963,True,popularity_baseline,10,3,True
newcand_964,True,popularity_baseline,10,1,True
newcand_965,True,popularity_baseline,10,2,True
newcand_966,True,popularity_baseline,10,0,False
newcand_967,True,popularity_baseline,10,0,False
newcand_968,True,popularity_baseline,10,2,True
newcand_969,True,popularity_baseline,10,1,True
newcand_970,True,popularity_baseline,10,1,True
newcand_971,True,popularity_baseline,10,2,True
newcand_972,True,popularity_baseline,10,1,True
newcand_973,True,popularity_baseline,10,2,True
newcand_974,True,popularity_baseline,10,1,True
newcand_975,True,popularity_baseline,10,1,True
newcand_976,True,popularity_baseline,10,1,True
newcand_977,False,popularity_baseline,10,0,False
newcand_978,True,popularity_baseline,10,1,True
newcand_979,True,popularity_baseline,10,0,False
newcand_980,True,popularity_baseline,10,0,False
newcand_981,False,popularity_baseline,10,0,False
newcand_982,True,popularity_baseline,10,1,True
newcand_983,True,popularity_baseline,10,1,True
newcand_984,True,popularity_baseline,10,3,True
newcand_985,True,popularity_baseline,10,0,False
newcand_986,True,popularity_baseline,10,1,True
newcand_987,True,popularity_baseline,10,2,True
newcand_988,True,popularity_baseline,10,2,True
newcand_989,True,popularity_baseline,10,0,False
newcand_990,True,popularity_baseline,10,2,True
newcand_991,True,popularity_baseline,10,2,True
newcand_992,True,popularity_baseline,10,1,True
newcand_993,True,popularity_baseline,10,0,False
newcand_994,True,popularity_baseline,10,0,False
newcand_995,False,popularity_baseline,10,0,False
newcand_996,True,popularity_baseline,10,1,True
newcand_997,True,popularity_baseline,10,1,True
newcand_998,True,popularity_baseline,10,0,False
newcand_999,True,popularity_baseline,10,1,True
newcand_1000,False,popularity_baseline,10,0,False
newcand_1001,True,popularity_baseline,10,1,True
newcand_1002,True,popularity_baseline,10,2,True
newcand_1003,True,popularity_baseline,10,3,True
newcand_1004,True,popularity_baseline,10,3,True
newcand_1005,True,popularity_baseline,10,2,True
newcand_1006,True,popularity_baseline,10,1,True
newcand_1007,True,popularity_baseline,10,2,True
newcand_1008,True,popularity_baseline,10,0,False
newcand_1009,True,popularity_baseline,10,0,False
newcand_1010,True,popularity_baseline,10,0,False
newcand_1011,True,popularity_baseline,10,1,True
newcand_1012,True,popularity_baseline,10,1,True
newcand_1013,False,popularity_baseline,10,0,False
newcand_1014,True,popularity_baseline,10,0,False
newcand_1015,True,popularity_baseline,10,2,True
newcand_1016,True,popularity_baseline,10,0,False
newcand_1017,True,popularity_baseline,10,2,True
newcand_1018,True,popularity_baseline,10,1,True
newcand_1019,True,popularity_baseline,10,0,False
newcand_1020,True,popularity_baseline,10,0,False
newcand_1021,True,popularity_baseline,10,1,True
newcand_1022,True,popularity_baseline,10,2,True
newcand_1023,True,popularity_baseline,10,0,False
newcand_1024,True,popularity_baseline,10,2,True
newcand_1025,True,popularity_baseline,10,3,True
newcand_1026,True,popularity_baseline,10,0,False
newcand_1027,True,popularity_baseline,10,3,True
newcand_1028,True,popularity_baseline,10,0,False
newcand_1029,True,popularity_baseline,10,1,True
newcand_1030,True,popularity_baseline,10,2,True
newcand_1031,True,popularity_baseline,10,0,False
newcand_1032,True,popularity_baseline,10,1,True
newcand_1033,True,popularity_baseline,10,0,False
newcand_1034,True,popularity_baseline,10,0,False
newcand_1035,True,popularity_baseline,10,0,False
newcand_1036,True,popularity_baseline,10,2,True
newcand_1037,True,popularity_baseline,10,1,True
newcand_1038,True,popularity_baseline,10,4,True
newcand_1039,True,popularity_baseline,10,1,True
newcand_1040,True,popularity_baseline,10,1,True
newcand_1041,True,popularity_baseline,10,1,True
newcand_1042,True,popularity_baseline,10,2,True
newcand_1043,True,popularity_baseline,10,0,False
newcand_1044,True,popularity_baseline,10,4,True
newcand_1045,True,popularity_baseline,10,0,False
newcand_1046,True,popularity_baseline,10,2,True
newcand_1047,True,popularity_baseline,10,1,True
newcand_1048,True,popularity_baseline,10,2,True
newcand_1049,True,popularity_baseline,10,1,True
newcand_1050,True,popularity_baseline,10,0,False
newcand_1051,True,popularity_baseline,10,3,True
newcand_1052,True,popularity_baseline,10,1,True
newcand_1053,True,popularity_baseline,10,1,True
newcand_1054,True,popularity_baseline,10,0,False
newcand_1055,True,popularity_baseline,10,3,True
newcand_1056,False,popularity_baseline,10,0,False
newcand_1057,True,popularity_baseline,10,1,True
newcand_1058,True,popularity_baseline,10,0,False
newcand_1059,True,popularity_baseline,10,1,True
newcand_1060,True,popularity_baseline,10,1,True
newcand_1061,True,popularity_baseline,10,1,True
newcand_1062,True,popularity_baseline,10,1,True
newcand_1063,True,popularity_baseline,10,2,True
newcand_1064,True,popularity_baseline,10,2,True
newcand_1065,True,popularity_baseline,10,2,True
newcand_1066,True,popularity_baseline,10,0,False
newcand_1067,True,popularity_baseline,10,1,True
newcand_1068,False,popularity_baseline,10,0,False
newcand_1069,True,popularity_baseline,10,1,True
newcand_1070,True,popularity_baseline,10,2,True
newcand_1071,True,popularity_baseline,10,2,True
newcand_1072,True,popularity_baseline,10,2,True
newcand_1073,False,popularity_baseline,10,2,True
newcand_1074,True,popularity_baseline,10,1,True
newcand_1075,True,popularity_baseline,10,1,True
newcand_1076,True,popularity_baseline,10,0,False
newcand_1077,True,popularity_baseline,10,1,True
newcand_1078,True,popularity_baseline,10,0,False
newcand_1079,True,popularity_baseline,10,0,False
newcand_1080,True,popularity_baseline,10,1,True
newcand_1081,True,popularity_baseline,10,3,True
newcand_1082,True,popularity_baseline,10,4,True
newcand_1083,True,popularity_baseline,10,0,False
newcand_1084,True,popularity_baseline,10,1,True
newcand_1085,True,popularity_baseline,10,0,False
newcand_1086,True,popularity_baseline,10,0,False
newcand_1087,False,popularity_baseline,10,0,False
newcand_1088,True,popularity_baseline,10,0,False
newcand_1089,True,popularity_baseline,10,1,True
newcand_1090,True,popularity_baseline,10,1,True
newcand_1091,True,popularity_baseline,10,3,True
newcand_1092,True,popularity_baseline,10,3,True
newcand_1093,True,popularity_baseline,10,2,True
newcand_1094,True,popularity_baseline,10,2,True
newcand_1095,True,popularity_baseline,10,2,True
newcand_1096,True,popularity_baseline,10,2,True
newcand_1097,True,popularity_baseline,10,1,True
newcand_1098,True,popularity_baseline,10,0,False
newcand_1099,True,popularity_baseline,10,1,True
newcand_1100,True,popularity_baseline,10,4,True
newcand_1101,True,popularity_baseline,10,1,True
newcand_1102,True,popularity_baseline,10,0,False
newcand_1103,True,popularity_baseline,10,2,True
newcand_1104,False,popularity_baseline,10,0,False
newcand_1105,True,popularity_baseline,10,0,False
newcand_1106,True,popularity_baseline,10,2,True
newcand_1107,True,popularity_baseline,10,1,True
newcand_1108,False,popularity_baseline,10,1,True
newcand_1109,True,popularity_baseline,10,2,True
newcand_1110,True,popularity_baseline,10,0,False
newcand_1111,True,popularity_baseline,10,0,False
newcand_1112,False,popularity_baseline,10,0,False
newcand_1113,True,popularity_baseline,10,1,True
newcand_1114,True,popularity_baseline,10,0,False
newcand_1115,True,popularity_baseline,10,1,True
newcand_1116,True,popularity_baseline,10,0,False
newcand_1117,True,popularity_baseline,10,1,True
newcand_1118,True,popularity_baseline,10,0,False
newcand_1119,True,popularity_baseline,10,1,True
newcand_1120,True,popularity_baseline,10,1,True
newcand_1121,True,popularity_baseline,10,4,True
newcand_1122,True,popularity_baseline,10,3,True
newcand_1123,True,popularity_baseline,10,2,True
newcand_1124,True,popularity_baseline,10,1,True
newcand_1125,True,popularity_baseline,10,0,False
newcand_1126,True,popularity_baseline,10,2,True
newcand_1127,True,popularity_baseline,10,0,False
newcand_1128,True,popularity_baseline,10,1,True
newcand_1129,True,popularity_baseline,10,1,True
newcand_1130,True,popularity_baseline,10,0,False
newcand_1131,True,popularity_baseline,10,1,True
newcand_1132,True,popularity_baseline,10,2,True
newcand_1133,False,popularity_baseline,10,1,True
newcand_1134,True,popularity_baseline,10,0,False
newcand_1135,True,popularity_baseline,10,3,True
newcand_1136,True,popularity_baseline,10,1,True
newcand_1137,True,popularity_baseline,10,2,True
newcand_1138,True,popularity_baseline,10,1,True
newcand_1139,True,popularity_baseline,10,0,False
newcand_1140,True,popularity_baseline,10,2,True
newcand_1141,True,popularity_baseline,10,3,True
newcand_1142,True,popularity_baseline,10,2,True
newcand_1143,True,popularity_baseline,10,1,True
newcand_1144,True,popularity_baseline,10,2,True
newcand_1145,True,popularity_baseline,10,1,True
newcand_1146,True,popularity_baseline,10,2,True
newcand_1147,False,popularity_baseline,10,1,True
newcand_1148,True,popularity_baseline,10,1,True
newcand_1149,True,popularity_baseline,10,1,True
newcand_1150,True,popularity_baseline,10,0,False
newcand_1151,True,popularity_baseline,10,1,True
newcand_1152,True,popularity_baseline,10,3,True
newcand_1153,True,popularity_baseline,10,0,False
newcand_1154,True,popularity_baseline,10,2,True
newcand_1155,True,popularity_baseline,10,1,True
newcand_1156,True,popularity_baseline,10,4,True
newcand_1157,True,popularity_baseline,10,1,True
newcand_1158,True,popularity_baseline,10,0,False
newcand_1159,True,popularity_baseline,10,1,True
newcand_1160,True,popularity_baseline,10,1,True
newcand_1161,True,popularity_baseline,10,2,True
newcand_1162,True,popularity_baseline,10,1,True
newcand_1163,True,popularity_baseline,10,0,False
newcand_1164,True,popularity_baseline,10,1,True
newcand_1165,True,popularity_baseline,10,1,True
newcand_1166,True,popularity_baseline,10,4,True
newcand_1167,True,popularity_baseline,10,1,True
newcand_1168,False,popularity_baseline,10,1,True
newcand_1169,True,popularity_baseline,10,1,True
newcand_1170,True,popularity_baseline,10,3,True
newcand_1171,True,popularity_baseline,10,0,False
newcand_1172,True,popularity_baseline,10,0,False
newcand_1173,True,popularity_baseline,10,1,True
newcand_1174,True,popularity_baseline,10,2,True
newcand_1175,True,popularity_baseline,10,3,True
newcand_1176,True,popularity_baseline,10,4,True
newcand_1177,True,popularity_baseline,10,2,True
newcand_1178,True,popularity_baseline,10,0,False
newcand_1179,True,popularity_baseline,10,1,True
newcand_1180,True,popularity_baseline,10,0,False
newcand_1181,True,popularity_baseline,10,2,True
newcand_1182,True,popularity_baseline,10,1,True
newcand_1183,True,popularity_baseline,10,2,True
newcand_1184,True,popularity_baseline,10,0,False
newcand_1185,True,popularity_baseline,10,1,True
newcand_1186,True,popularity_baseline,10,2,True
newcand_1187,True,popularity_baseline,10,2,True
newcand_1188,True,popularity_baseline,10,1,True
newcand_1189,True,popularity_baseline,10,0,False
newcand_1190,True,popularity_baseline,10,0,False
newcand_1191,True,popularity_baseline,10,1,True
newcand_1192,True,popularity_baseline,10,1,True
newcand_1193,True,popularity_baseline,10,2,True
newcand_1194,True,popularity_baseline,10,3,True
newcand_1195,True,popularity_baseline,10,0,False
newcand_1196,True,popularity_baseline,10,3,True
newcand_1197,True,popularity_baseline,10,0,False
newcand_1198,True,popularity_baseline,10,2,True
newcand_1199,True,popularity_baseline,10,1,True
newcand_1200,True,popularity_baseline,10,1,True
newcand_1201,True,popularity_baseline,10,1,True
newcand_1202,True,popularity_baseline,10,4,True
newcand_1203,True,popularity_baseline,10,0,False
newcand_1204,True,popularity_baseline,10,0,False
newcand_1205,True,popularity_baseline,10,2,True
newcand_1206,False,popularity_baseline,10,0,False
newcand_1207,True,popularity_baseline,10,3,True
newcand_1208,True,popularity_baseline,10,1,True
newcand_1209,True,popularity_baseline,10,2,True
newcand_1210,True,popularity_baseline,10,0,False
newcand_1211,True,popularity_baseline,10,1,True
newcand_1212,False,popularity_baseline,10,0,False
newcand_1213,True,popularity_baseline,10,1,True
newcand_1214,True,popularity_baseline,10,0,False
newcand_1215,True,popularity_baseline,10,1,True
newcand_1216,True,popularity_baseline,10,1,True
newcand_1217,True,popularity_baseline,10,1,True
newcand_1218,True,popularity_baseline,10,0,False
newcand_1219,True,popularity_baseline,10,0,False
newcand_1220,True,popularity_baseline,10,2,True
newcand_1221,True,popularity_baseline,10,1,True
newcand_1222,True,popularity_baseline,10,1,True
newcand_1223,True,popularity_baseline,10,1,True
newcand_1224,True,popularity_baseline,10,3,True
newcand_1225,True,popularity_baseline,10,2,True
newcand_1226,True,popularity_baseline,10,3,True
newcand_1227,True,popularity_baseline,10,0,False
newcand_1228,True,popularity_baseline,10,1,True
newcand_1229,True,popularity_baseline,10,0,False
newcand_1230,True,popularity_baseline,10,1,True
newcand_1231,True,popularity_baseline,10,3,True
newcand_1232,True,popularity_baseline,10,3,True
newcand_1233,True,popularity_baseline,10,2,True
newcand_1234,True,popularity_baseline,10,2,True
newcand_1235,True,popularity_baseline,10,2,True
newcand_1236,True,popularity_baseline,10,0,False
newcand_1237,True,popularity_baseline,10,1,True
newcand_1238,True,popularity_baseline,10,0,False
newcand_1239,True,popularity_baseline,10,2,True
newcand_1240,True,popularity_baseline,10,0,False
newcand_1241,True,popularity_baseline,10,0,False
newcand_1242,True,popularity_baseline,10,1,True
newcand_1243,True,popularity_baseline,10,1,True
newcand_1244,True,popularity_baseline,10,1,True
newcand_1245,True,popularity_baseline,10,0,False
newcand_1246,True,popularity_baseline,10,2,True
newcand_1247,True,popularity_baseline,10,0,False
newcand_1248,False,popularity_baseline,10,0,False
newcand_1249,True,popularity_baseline,10,1,True
newcand_1250,True,popularity_baseline,10,0,False
newcand_1251,True,popularity_baseline,10,4,True
newcand_1252,True,popularity_baseline,10,3,True
newcand_1253,True,popularity_baseline,10,1,True
